Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",AC1036,"5th St North",39.4085429980,-74.3586034368,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:24,5,"Imported from old, last updated: [2023-05-16 14:38:03.031014]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1039,"7th St South",39.4023224645,-74.3647530195,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:19,5,"Imported from old, last updated: [2023-05-16 14:38:03.116281]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1041S,"16th St South",39.3973272486,-74.3706442138,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:11,5,"Imported from old, last updated: [2023-05-16 14:38:03.201712]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1046S,"Austin Ave",39.3412255180,-74.4656917746,"Ventnor City","Atlantic County",Primary,Ocean,05/15/2023,09:10,5,"Imported from old, last updated: [2023-05-16 14:38:03.284478]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1050S,"Clermont Ave",39.3285573692,-74.4933741812,"Margate City","Atlantic County",Primary,Ocean,05/15/2023,08:48,5,"Imported from old, last updated: [2023-05-16 14:38:03.364533]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1061S,"13th Ave",39.3041822964,-74.5331354887,"Longport Borough","Atlantic County",Primary,Ocean,05/15/2023,08:10,5,"Imported from old, last updated: [2023-05-16 14:38:03.445437]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1062S,"Sandy Ln",39.3751485060,-74.4008184461,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,09:45,5,"Imported from old, last updated: [2023-05-16 14:38:03.529594]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1086,"19th St",39.3075493207,-74.5287636570,"Longport Borough","Atlantic County",Primary,Ocean,05/15/2023,08:18,5,"Imported from old, last updated: [2023-05-16 14:38:03.610252]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1087,"33rd St",39.3151885461,-74.5175992810,"Longport Borough","Atlantic County",Primary,Ocean,05/15/2023,08:27,5,"Imported from old, last updated: [2023-05-16 14:38:03.69476]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1088,Washington,39.3188818656,-74.5106337383,"Margate City","Atlantic County",Primary,Ocean,05/15/2023,08:30,5,"Imported from old, last updated: [2023-05-16 14:38:03.77559]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1089,"New Haven",39.3340560031,-74.4817860225,"Ventnor City","Atlantic County",Primary,Ocean,05/15/2023,08:59,5,"Imported from old, last updated: [2023-05-16 14:38:03.855163]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1090,"43rd St South",39.3845520871,-74.3875364788,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,09:58,5,"Imported from old, last updated: [2023-05-16 14:38:03.932762]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1091,"26th St South",39.3926400227,-74.3768924505,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:06,5,"Imported from old, last updated: [2023-05-16 14:38:04.010186]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1094,"26th Ave",39.3112420682,-74.5236473868,"Longport Borough","Atlantic County",Primary,Ocean,05/15/2023,08:22,5,"Imported from old, last updated: [2023-05-16 14:38:04.099233]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1095,Osborne,39.3231857357,-74.5037768227,"Margate City","Atlantic County",Primary,Ocean,05/15/2023,08:40,5,"Imported from old, last updated: [2023-05-16 14:38:04.18126]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1096,Washington,39.3305799340,-74.4891788525,"Ventnor City","Atlantic County",Primary,Ocean,05/15/2023,08:53,5,"Imported from old, last updated: [2023-05-16 14:38:04.262832]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1097,Dorset,39.3371354465,-74.4746197540,"Ventnor City","Atlantic County",Primary,Ocean,05/15/2023,09:05,10,"Imported from old, last updated: [2023-05-16 14:38:04.348435]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1099,"33rd St South",39.3890044376,-74.3814981278,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:01,5,"Imported from old, last updated: [2023-05-16 14:38:04.429208]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:38,5,"Imported from old, last updated: [2023-05-16 14:38:17.880881]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1013,"Rhode Island Ave",39.3618950000,-74.4116350000,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:31,5,"Imported from old, last updated: [2023-05-16 14:38:17.963158]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1015,Pennsylvania,39.3574183097,-74.4201620126,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:16,5,"Imported from old, last updated: [2023-05-16 14:38:18.048554]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:32,10,"Imported from old, last updated: [2023-05-16 14:38:18.13556]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:00,5,"Imported from old, last updated: [2023-05-16 14:38:18.216948]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:27,5,"Imported from old, last updated: [2023-05-16 14:38:18.301971]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:23,5,"Imported from old, last updated: [2023-05-16 14:38:18.379346]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:06,5,"Imported from old, last updated: [2023-05-16 14:38:18.454872]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:55,5,"Imported from old, last updated: [2023-05-16 14:38:18.529895]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1075,Missouri,39.3530789645,-74.4349704407,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:47,10,"Imported from old, last updated: [2023-05-16 14:38:18.60787]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:34,15,"Imported from old, last updated: [2023-05-16 14:38:18.686675]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:51,5,"Imported from old, last updated: [2023-05-16 14:38:18.765318]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,10:11,5,"Imported from old, last updated: [2023-05-16 14:38:18.850675]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:20,15,"Imported from old, last updated: [2023-05-16 14:38:18.935299]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:43,25,"Imported from old, last updated: [2023-05-16 14:38:19.016869]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:33,10,"Imported from old, last updated: [2023-05-16 14:38:19.134715]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:27,5,"Imported from old, last updated: [2023-05-16 14:38:19.218322]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,05/15/2023,09:15,5,"Imported from old, last updated: [2023-05-16 14:38:19.304916]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1013,"Public Beach",40.3622814044,-73.9714540943,"Sea Bright Borough","Monmouth County",Primary,Ocean,05/15/2023,07:14,5,"Imported from old, last updated: [2023-05-16 15:03:52.095921]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1018,"Atlantic Ave",40.3200680936,-73.9750786409,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,07:48,5,"Imported from old, last updated: [2023-05-16 15:03:52.174744]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1019,Joline,40.3143364604,-73.9761722615,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,08:14,5,"Imported from old, last updated: [2023-05-16 15:03:52.255899]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1020,"South Bath",40.2913981527,-73.9796819117,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,08:42,5,"Imported from old, last updated: [2023-05-16 15:03:52.339163]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1021,"Elberon Bch Clb",40.2609915318,-73.9879961017,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,09:16,5,"Imported from old, last updated: [2023-05-16 15:03:52.421769]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1022,"Deal Casino",40.2522531157,-73.9901180256,"Deal Borough","Monmouth County",Primary,Ocean,05/15/2023,08:35,5,"Imported from old, last updated: [2023-05-16 15:03:52.507398]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1023,"North Bath",40.2945292984,-73.9788529377,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,08:34,5,"Imported from old, last updated: [2023-05-16 15:03:52.590314]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1024,3rd,40.2209176425,-73.9984369303,"Asbury Park City","Monmouth County",Primary,Ocean,05/15/2023,07:40,5,"Imported from old, last updated: [2023-05-16 15:03:52.673152]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1027,Sylvania,40.1917268859,-74.0081774117,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,05/15/2023,07:55,5,"Imported from old, last updated: [2023-05-16 15:03:52.755108]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1031,"L Jetty, Washington Ave",40.1888335237,-74.0088216656,"Avon-by-the-Sea Borough","Monmouth County",Primary,Ocean,05/15/2023,07:30,5,"Imported from old, last updated: [2023-05-16 15:03:52.838598]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1036,"East Main",40.1113420270,-74.0323773678,"Manasquan Borough","Monmouth County",Primary,Ocean,05/15/2023,07:05,5,"Imported from old, last updated: [2023-05-16 15:03:52.921686]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1039,Laird,40.3040574457,-73.9769902841,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,08:19,5,"Imported from old, last updated: [2023-05-16 15:03:53.008103]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1041,Cedar,40.2367133247,-73.9939071598,"Allenhurst Borough","Monmouth County",Primary,Ocean,05/15/2023,08:10,5,"Imported from old, last updated: [2023-05-16 15:03:53.093433]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1043,"Village Beach Club",40.2322903369,-73.9960221817,"Loch Arbour Village","Monmouth County",Primary,Ocean,05/15/2023,08:02,5,"Imported from old, last updated: [2023-05-16 15:03:53.179332]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1046S,"Pavilion Beach",40.3245843900,-73.9743557400,"Monmouth Beach Borough","Monmouth County",Primary,Ocean,05/15/2023,07:31,5,"Imported from old, last updated: [2023-05-16 15:03:53.258084]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1047,"Ocean Beach Club",40.2692712907,-73.9848903782,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,09:07,5,"Imported from old, last updated: [2023-05-16 15:03:53.334863]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1050,"1st Ave",40.2179562572,-73.9994817762,"Asbury Park City","Monmouth County",Primary,Ocean,05/15/2023,07:32,10,"Imported from old, last updated: [2023-05-16 15:03:53.412293]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1051,Main,40.2114438126,-74.0018846213,"Neptune Township","Monmouth County",Primary,Ocean,05/15/2023,07:09,5,"Imported from old, last updated: [2023-05-16 15:03:53.490661]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1052,Broadway,40.2089715639,-74.0029218061,"Neptune Township","Monmouth County",Primary,Ocean,05/15/2023,07:00,5,"Imported from old, last updated: [2023-05-16 15:03:53.573699]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1053,"Ocean Park",40.2039657903,-74.0045925064,"Bradley Beach Borough","Monmouth County",Primary,Ocean,05/15/2023,08:00,5,"Imported from old, last updated: [2023-05-16 15:03:53.653893]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1054,Evergreen,40.1960369121,-74.0070955720,"Bradley Beach Borough","Monmouth County",Primary,Ocean,05/15/2023,07:45,5,"Imported from old, last updated: [2023-05-16 15:03:53.733496]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1056,"12th Ave",40.1746929138,-74.0133067766,"Belmar Borough","Monmouth County",Primary,Ocean,05/15/2023,07:15,5,"Imported from old, last updated: [2023-05-16 15:03:53.813381]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1057,Worthington,40.1606659140,-74.0181320765,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,08:35,5,"Imported from old, last updated: [2023-05-16 15:03:53.902824]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1058,Washington,40.1531230763,-74.0207405113,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,08:25,5,"Imported from old, last updated: [2023-05-16 15:03:53.9947]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1059,"Essex Ave",40.1458715494,-74.0229989892,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,08:15,5,"Imported from old, last updated: [2023-05-16 15:03:54.07399]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1060,"Brown Ave S",40.1386877468,-74.0250879064,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,07:55,5,"Imported from old, last updated: [2023-05-16 15:03:54.153915]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1062,"Neptune Pl",40.1247816601,-74.0296142220,"Sea Girt Borough","Monmouth County",Primary,Ocean,05/15/2023,07:15,5,"Imported from old, last updated: [2023-05-16 15:03:54.236134]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1065,"7th Ave",40.2266481207,-73.9966637716,"Asbury Park City","Monmouth County",Primary,Ocean,05/15/2023,07:50,5,"Imported from old, last updated: [2023-05-16 15:03:54.327161]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1067,"The Terrace",40.1376253671,-74.0253175824,"Sea Girt Borough","Monmouth County",Primary,Ocean,05/15/2023,07:40,10,"Imported from old, last updated: [2023-05-16 15:03:54.410725]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1070,"York Ave",40.1399664673,-74.0248346537,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,08:00,5,"Imported from old, last updated: [2023-05-16 15:03:54.489165]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1071,"Union Ave",40.1409751444,-74.0245880201,"Spring Lake Borough","Monmouth County",Primary,Ocean,05/15/2023,08:05,5,"Imported from old, last updated: [2023-05-16 15:03:54.569573]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1072,"Beacon Blvd",40.1361470507,-74.0258325645,"Sea Girt Borough","Monmouth County",Primary,Ocean,05/15/2023,07:35,5,"Imported from old, last updated: [2023-05-16 15:03:54.651492]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",MC1075,20th,40.1683779799,-74.0156648801,"Belmar Borough","Monmouth County",Primary,Ocean,05/15/2023,07:10,5,"Imported from old, last updated: [2023-05-16 15:03:54.729903]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1081,Baltimore,40.1319978699,-74.0272616136,"Sea Girt Borough","Monmouth County",Primary,Ocean,05/15/2023,07:25,5,"Imported from old, last updated: [2023-05-16 15:03:54.80854]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1082,"New York Blvd",40.1330808595,-74.0268899586,"Sea Girt Borough","Monmouth County",Primary,Ocean,05/15/2023,07:30,5,"Imported from old, last updated: [2023-05-16 15:03:54.887456]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1083,"Spray Ave.",40.2154108696,-74.0003227451,"Neptune Township","Monmouth County",Primary,Ocean,05/15/2023,07:18,5,"Imported from old, last updated: [2023-05-16 15:03:54.966346]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1084,"Imperial House",40.2774808730,-73.9829927536,"Long Branch City","Monmouth County",Primary,Ocean,05/15/2023,08:58,5,"Imported from old, last updated: [2023-05-16 15:03:55.048102]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1096,"Inlet Surfing Beach, Riverside Dr.",40.1036598447,-74.0338439653,"Manasquan Borough","Monmouth County",Primary,Ocean,05/15/2023,07:00,5,"Imported from old, last updated: [2023-05-16 15:03:55.129931]",CFU/100mL,Enterococcus,K
